bankruptcy,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind
0,6488,0,3,22,3,2,3234,3737,87,648,23000,23879,0,LOAN,,,96,3083.33,0
0,6493,0,25,86,12,9,11716,22881,51,684,15478.85,14925,1000,LOAN,,,97,0,1
0,6495,0,38,141,10,5,19282,25448,76,644,47173,46100,1500,LEASE,,,99,10000,0
0,6504,1,12,40,5,3,7575,17492,43,665,28000,26415,5000,LOAN,,,87,6000,0
0,6508,24,28,50,,,9998,0,0,602,15214,14359,3000,LOAN,,,78,6100,0
0,6510,10,15,53,5,2,544,2081,26,781,19675,19675,1500,LOAN,,,92,4833.33,0
0,6513,0,27,126,10,7,12102,14017,86,633,23271,21156,2171,LEASE,,,100,7600,1
0,6514,1,27,181,14,11,23680,38456,62,697,27961,25000,7900,LOAN,,,80,0,0
0,6515,0,3,31,3,2,2013,2726,74,587,14831.45,16300,1500,LOAN,,,82,4000,1
0,6516,0,14,116,6,0,0,400,0,778,27888.25,25500,2246,LOAN,,,101,1416.67,1
0,6519,0,16,124,3,2,3880,8600,45,779,23517.7,22500,0,LOAN,,,105,0,1
0,6520,4,33,82,11,6,4650,13885,33,647,21990,17000,0,LOAN,,,112,6333.33,1
0,6525,1,6,120,,0,0,400,0,647,10300,9570,1300,LOAN,,,94,3949,1
0,6526,4,9,137,,5,7836,8481,92,634,6273,6125,1500,LOAN,,,78,1500,1
0,6527,1,20,42,7,4,376,4046,9,598,15400,16120,900,LEASE,,,90,1600,0
0,6532,10,17,158,,,9998,9998,100,615,16650,17000,5000,LOAN,,,69,3125,1
0,6533,1,20,388,,3,1166,16640,7,725,24458,25440,14758,LOAN,,,38,1333.33,1
1,6536,8,24,129,8,2,827,1075,77,647,28561,26411,4861,LOAN,,,100,3912,0
0,6538,,,,,,,,0,,25800,30200,0,LEASE,,,85,1100,0
0,6539,3,21,176,5,2,3159,3287,96,721,27205,25100,0,LOAN,,,120,2200,0
0,6540,0,17,166,6,3,10147,13300,76,693,24297,24000,0,LOAN,,,101,5000,1
0,6541,0,37,159,6,3,20128,29006,69,646,7938,9275,500,LOAN,,,80,4166.67,1
0,6542,1,26,177,6,2,9093,29770,31,754,38855.53,34000,15000,LOAN,,,69,16666.67,0
0,6545,11,40,114,14,2,331,380,87,659,17800,16990,810,LEASE,,,100,14400,1
0,6552,0,20,75,3,2,8788,36765,24,702,18379.25,16050,63,LOAN,,,114,2583.33,1
0,6553,0,17,111,4,2,10933,22650,48,715,29778.41,30622,0,LEASE,,,97,2500,0
0,6554,0,1,16,,,,,0,661,21017.84,22700,3000,LOAN,,,79,1600,1
0,6556,0,1,50,,,,,0,,24921.42,24850,0,LOAN,,,100,1600,0
0,6557,0,5,27,5,4,1982,4800,41,689,7463,7000,0,LOAN,,,92,2400,1
0,6560,1,14,139,6,3,8110,47000,17,743,26594,21400,3000,LOAN,,,110,78000.42,1
0,6564,0,24,101,9,6,29577,31775,93,654,28475,32250,1000,LEASE,,,85,5500,0
0,6567,14,34,134,5,3,1755,2913,60,654,12012,9200,2900,LOAN,,,99,3707.68,1
0,6569,9,46,122,8,2,1422,4900,29,617,28000,28000,0,LOAN,,,100,7250,1
0,6572,2,24,361,8,5,8500,83453,10,655,15500,13500,3000,LOAN,,,93,4500,1
0,6573,1,6,147,,0,0,4400,0,,14800,13000,2000,LOAN,,,98,2200,1
0,6577,1,14,66,5,1,879,1180,74,592,16000,16000,0,LOAN,,,100,0,1
0,6578,1,6,143,2,0,0,0,0,695,16579.36,20000,600,LOAN,,,80,2583.33,0
0,6579,0,3,62,,2,3982,8500,47,679,18346.39,17650,0,LEASE,,,104,1679.17,1
0,6582,0,27,167,6,1,2196,14000,16,689,4825,5150,0,LOAN,,,94,3200,1
1,6584,7,41,247,9,3,25269,29780,85,630,15264,15675,3699,LOAN,,,74,7500,1
0,6586,0,36,166,11,6,13145,49734,26,726,37891,36000,2000,LOAN,,,100,5041.67,0
0,6587,1,30,158,7,3,9163,16805,55,672,17000,14000,3500,LOAN,,,96,4286.66,1
0,6592,0,31,104,9,8,17457,35351,49,647,24700,24750,4000,LOAN,,,84,2916.67,0
0,6593,6,16,117,3,1,356,2568,14,691,9184,8975,0,LOAN,,,102,3291.67,1
0,6595,0,19,119,6,5,9145,22937,40,685,14587,12500,0,LOAN,,,109,3500,1
1,6596,13,30,214,3,1,4699,3700,100,615,32395,29900,2495,LEASE,,,100,7500,0
0,6602,,,,,,,,0,,18082,17000,1000,LOAN,,,100,2000,1
0,6605,2,12,62,3,2,1256,3068,41,611,18622.7,18600,425,LOAN,,,98,4300,1
0,6607,0,19,158,2,1,1382,17259,8,781,0,24000,0,LEASE,0,0,0,2900,0
0,6608,1,27,420,9,7,23675,35553,67,662,18893,19000,0,LOAN,,,99,2333.33,1
0,6612,1,4,45,4,2,923,3840,24,652,14230,14000,0,LEASE,,,102,6208.34,1
0,6613,0,1,7,,,,,0,724,40515.44,29398,2315.44,LEASE,,,130,6800,0
0,6616,0,4,20,,3,981,3727,26,695,10600,11000,0,LOAN,,,96,1560,1
0,6621,1,31,199,4,2,27697,44800,62,705,16000,15100,0,LOAN,,,106,3200,0
0,6622,0,31,265,9,5,1427,54888,3,710,18500,16850,5300,LOAN,,,78,5564,1
0,6623,2,24,129,6,2,3114,28700,11,704,26024,30925,2582.81,LEASE,,,76,7080,0
0,6625,6,13,102,,3,3230,1949,100,615,21791,19100,5000,LOAN,,,88,1560,1
1,6627,5,14,70,5,1,89,250,36,641,10342,10550,0,LOAN,,,98,4166.67,1
0,6629,,,,,,,,0,,12900,11650,1250,LOAN,,,100,1200,1
0,6630,0,47,246,5,4,15520,91200,17,754,39500,35000,0,LOAN,,,113,18000,0
0,6632,2,10,111,,1,2885,3009,96,666,8715,8500,1000,LOAN,,,91,3418,1
0,6634,0,4,18,,0,0,1000,0,746,7269,5000,3000,LOAN,,,85,2083.33,1
0,6642,0,13,97,5,3,4213,34500,12,714,8493,8000,0,LOAN,,,106,3033.32,1
0,6647,,,,,,,,0,,16900,14000,8500,LOAN,,,60,1200,1
0,6648,0,25,301,11,8,26224,36800,71,719,17598.89,0,2000,LOAN,,,,5500,0
0,6650,2,6,64,11,3,736,1971,37,615,16560,17205,6560,LOAN,,,58,2750,0
0,6652,0,3,19,,3,899,8500,11,681,14982,14000,1000,LOAN,,,100,2166.67,1
0,6653,2,15,193,4,2,3204,12973,25,664,22344,18750,3594,LEASE,,,100,5090,0
0,6657,0,13,101,7,5,3248,13600,24,755,25867.25,25000,0,LOAN,,,111,1400,1
0,6658,1,13,113,6,5,7249,12154,60,666,12845.7,14275,0,LOAN,,,90,1969,1
0,6661,0,20,131,4,3,894,41906,2,784,21762.7,19075,0,LOAN,,,114,5416,1
0,6665,0,4,24,2,1,18,2000,1,752,15495,15100,5731,LOAN,,,53,1291.67,0
0,6668,6,23,68,9,2,1485,12700,12,619,13442,12650,1000,LOAN,,,98,2916.67,1
0,6669,2,28,413,9,5,30317,43293,70,699,25000,20170,6300,LOAN,,,93,7083.33,0
0,6670,0,8,25,5,3,2757,2521,100,657,31000,31448,8000,LOAN,,,73,3013.33,0
0,6671,2,12,182,4,2,12685,26800,47,604,31000,31659,3000,LOAN,,,88,3916.67,0
0,6674,0,8,444,,1,377,2000,19,763,27129,28691,0,LEASE,,,95,0,0
0,6676,2,18,132,5,2,5024,6300,80,634,15272,15000,0,LOAN,,,102,6000,0
0,6677,1,23,124,,11,15177,25604,59,637,5744,4100,1744,LOAN,,,98,1333.33,1
0,6679,0,0,29,,,,,0,626,18125,19300,981,LEASE,,,89,1500,1
0,6688,3,22,175,3,1,7052,14400,49,673,12000,11600,0,LOAN,,,103,3166.67,1
0,6691,0,9,79,3,1,657,18000,4,795,37419.88,41490,24230,LOAN,,,27,6067.33,1
0,6692,4,34,272,11,4,13445,22840,59,606,18064.98,20040,2995,LEASE,,,75,13041.66,0
0,6693,0,1,48,,,9998,0,0,803,14442,14000,5000,LOAN,,,53,1916.67,0
0,6695,2,12,182,4,2,12685,26800,47,604,34419,38019,2000,LEASE,,,85,3916.67,1
1,6696,5,14,165,7,4,5262,6539,80,648,13714,13129,500,LOAN,,,85,3000,0
0,6697,1,22,61,8,5,1656,5519,30,668,19610,19700,0,LOAN,,,100,9700,1
0,6699,2,5,71,,2,2306,1800,100,652,10666,9900,1778,LOAN,,,90,1803,1
1,6701,0,1,6,,1,137,137,100,637,9624,10100,1000,LOAN,,,85,3241.66,1
0,6703,3,45,147,13,8,21031,31309,67,607,18296,19738,0,LEASE,,,93,10683.33,0
0,6704,0,10,118,,2,4289,8642,50,779,18770,20803,0,LOAN,,,90,4916.67,0
0,6710,0,8,65,,5,8154,11500,71,677,20800,21338,5600,LOAN,,,71,1833.33,0
0,6712,2,32,309,12,11,25497,31304,81,608,16790,16790,1500,LEASE,,,91,3250,1
0,6713,2,24,77,7,3,1043,3900,27,662,27879.5,25345,2579.5,LEASE,,,100,2800,0
1,6716,5,14,165,7,4,5262,6539,80,648,13714,13129,500,LOAN,,,85,3000,1
0,6721,2,22,371,8,6,4977,9758,51,638,19506,20950,9900,LOAN,,,41,3004,0
0,6724,0,25,207,5,4,25761,58780,44,676,22900,21995,1000,LOAN,,,100,9583.33,0
0,6725,0,10,247,7,4,3046,17663,17,765,10887,9825,0,LOAN,,,106,2250,0
1,6727,6,29,212,4,3,5270,3460,100,642,25863,20516,5347,LEASE,,,100,2500,0
0,6728,3,19,143,5,3,5472,2059,100,652,26900,23000,3900,LEASE,,,100,2833.33,1
0,6730,1,16,64,7,4,4148,8057,51,655,21218,22325,0,LOAN,,,95,3380,1
0,6732,0,1,12,,,,,0,664,22334,19482,2852,LOAN,,,100,1250,0
0,6733,1,18,203,5,3,7787,24422,32,688,13158,12875,100,LOAN,,,101,4753.52,1
0,6736,0,8,77,4,3,6701,3000,100,760,11222.23,11995,2000,LOAN,,,77,1841.67,1
0,6740,0,32,166,9,5,11333,37700,30,703,16030,17100,1000,LOAN,,,88,3745.88,0
0,6742,0,23,199,13,9,10518,19877,53,652,24833,27950,0,LOAN,,,96,4500,0
0,6746,2,31,162,9,4,11041,28000,39,649,4590,3500,250,LOAN,,,124,6833.33,1
0,6747,1,29,90,4,1,387,22999,2,680,21385,18996,1200,LEASE,,,106,5666.67,1
1,6750,4,12,148,3,1,1073,2131,50,668,37120,37275,0,LEASE,,,100,4000,0
0,6751,0,16,127,3,2,3419,21180,16,726,17973,18000,2000,LOAN,,,89,2350,0
0,6752,0,23,398,5,4,15041,33500,45,686,9590,9500,100,LOAN,,,100,1815,1
0,6754,0,7,48,3,2,1582,2725,58,703,12910.15,13250,0,LOAN,,,97,1200,1
1,6759,2,13,139,6,3,1535,1699,90,654,13800,12969,1500,LOAN,,,95,3166.67,0
0,6760,0,4,5,4,2,1499,1600,94,,23386,22500,972,LOAN,,,100,1500,1
1,6763,5,18,134,7,3,1273,515,100,645,21500,20535,250,LOAN,,,101,2791.67,0
0,6764,0,4,60,,1,467,2000,23,646,25585,27223,0,LOAN,,,94,4333.33,0
0,6765,2,9,32,3,2,843,2700,31,622,14150,9400,4750,LOAN,,,100,1800,1
0,6766,0,7,241,,1,336,10000,3,803,15943,37787,0,LOAN,,,42,4875,0
0,6768,2,23,147,7,3,732,8200,9,672,24832.7,25200,720.52,LOAN,,,96,3384,1
0,6769,2,28,105,4,2,4762,5000,95,684,37883,37883,4000,LEASE,,,89,7666.67,0
0,6770,0,20,190,6,2,4313,46100,9,743,76432.15,76000,0,LEASE,,,101,16666.67,1
0,6771,1,12,140,,,9998,9998,100,615,32458,39000,0,LEASE,,,83,6250,0
0,6772,20,56,345,,6,1623,21072,8,687,11703,12900,0,LOAN,,,91,4250,1
0,6773,1,8,117,,,,,0,677,19000,18900,1000,LOAN,,,95,2200,1
0,6775,1,5,112,2,0,0,265,0,663,11450,12200,0,LOAN,,,94,3050,1
0,6778,0,3,70,1,0,0,500,0,702,15107.18,14950,0,LOAN,,,101,1400,1
0,6780,1,16,122,8,5,3857,8317,46,692,28170,23535,2370,LEASE,,,110,3600,0
0,6781,5,13,125,3,1,89,213,42,684,14619,16275,0,LOAN,,,61,6750,0
0,6783,0,28,431,10,7,12877,55227,23,728,12500,8300,2000,LOAN,,,127,2583.33,1
0,6784,0,4,51,2,1,81,500,16,733,12205,0,0,LOAN,,,,3200,0
0,6789,0,14,54,7,2,423,700,60,684,25439,18970,4000,LEASE,,,113,3730.8,0
1,6790,15,28,272,,1,302,300,100,583,16713.5,14995,2218,LOAN,,,90,4250,0
0,6791,0,3,17,,,,,0,612,20054,19200,1554,LOAN,,,100,2375,1
0,6795,1,13,345,,2,497,14000,4,698,14350,13500,1400,LOAN,,,96,1720,1
0,6798,0,4,65,,,9998,0,0,681,13507,13500,0,LEASE,,,100,1250,1
0,6799,1,3,283,,,,,0,638,12000,11425,1500,LOAN,,,92,2200,1
0,6801,3,12,149,3,2,412,911,45,635,21332,21367,2102,LOAN,,,90,1370,0
0,6803,0,5,40,1,0,0,840,0,725,12932.87,10975,795,LOAN,,,111,1600,1
0,6804,3,5,81,,0,0,375,0,570,12232,12850,2232,LOAN,,,78,2000,1
0,6805,0,14,135,,8,16229,20830,78,617,26942.5,25935,10335,LOAN,,,64,5416.66,1
0,6809,0,17,99,4,3,3475,12100,29,736,13675,10825,0,LOAN,,,126,2500,1
0,6810,3,21,150,8,5,12843,16310,79,641,19995,19000,1000,LOAN,,,100,3750,1
0,6813,2,36,417,6,4,26139,51854,50,623,15563,19101,0,LEASE,,,81,2224,0
0,6814,0,5,227,,1,1722,5300,32,762,15700,14575,5000,LOAN,,,73,24000,0
0,6815,0,6,106,,1,83,4099,2,759,15899,16000,2900,LOAN,,,81,2500,1
0,6816,0,25,167,5,2,10550,61583,17,749,18800,19860,600,LEASE,,,92,7500,0
0,6822,0,10,325,1,0,0,24600,0,807,13920,12900,0,LOAN,,,108,3833.33,1
0,6823,0,17,123,3,0,0,2500,0,697,21526.4,21000,91.1,LOAN,,,102,4000,0
0,6825,3,16,173,3,2,6587,10000,66,700,27291.83,26477,0,LEASE,,,103,5066.67,0
0,6826,0,19,268,5,3,3948,20800,19,774,18900,17500,5000,LOAN,,,79,4000,1
0,6831,9,15,119,4,2,542,559,97,582,28952.77,30550,1500,LOAN,,,90,350,0
0,6833,0,14,66,11,6,15788,18679,85,626,33803.5,30075,3728.5,LOAN,,,100,4000,0
0,6835,1,20,85,5,3,14868,16300,91,663,20900,23785,0,LOAN,,,88,2916.67,0
0,6838,0,8,152,,4,9082,13551,67,673,16700,14850,500,LOAN,,,109,3800,1
0,6840,1,7,163,,2,4143,5000,83,623,15765,14220,276,LEASE,,,109,1700,0
1,6841,43,70,304,4,2,1395,3521,40,611,26000,23000,3000,LEASE,,,100,7925,1
0,6843,0,5,52,5,2,430,7100,6,735,13627.62,12864,2750,LOAN,,,85,0,0
1,6844,8,11,77,2,1,307,307,100,625,31795,43285,0,LOAN,,,73,11640,0
1,6845,8,11,77,2,1,307,307,100,625,31795,43285,0,LOAN,,,73,11640,0
0,6846,4,7,114,,,,,0,631,16123.34,16250,2000,LOAN,,,78,1387,0
0,6848,0,7,202,3,1,902,2010,45,735,19393.59,18999,5874.18,LOAN,,,71,3600,0
0,6850,0,16,95,,9,22056,27818,79,696,15927,13500,1000,LOAN,,,111,5000,1
0,6851,1,8,70,3,2,920,2329,40,662,19695,19600,0,LOAN,,,100,39000,1
0,6855,0,15,219,2,1,19,29600,0,804,23288,25680,16200,LOAN,,,28,4500,0
0,6856,0,8,77,4,3,6701,3000,100,760,11222.23,11995,2000,LOAN,,,77,1841.67,1
0,6859,10,27,195,6,5,13800,15303,90,666,7100,7100,0,LOAN,,,100,6416.66,1
0,6864,0,10,162,3,1,58,10000,1,775,20636,22000,0,LOAN,,,94,3666.67,1
0,6866,0,14,250,5,3,18868,34000,55,713,5900,5700,500,LOAN,,,95,2198.67,1
0,6868,0,2,52,,0,0,2000,0,711,14503,12000,4503,LOAN,,,83,1280,1
0,6873,0,17,84,8,3,8081,13400,60,628,29978,29978,0,LEASE,,,100,3795,0
0,6874,0,22,137,7,5,12932,54530,24,742,24464,25700,464,LOAN,,,93,3333.33,1
0,6875,0,10,40,6,4,6341,11455,55,673,12700,11850,1000,LOAN,,,99,1760,1
0,6877,1,11,45,6,4,1431,2620,55,608,14079.43,12150,1979.43,LOAN,,,100,6010,1
0,6880,0,2,26,,1,214,1077,20,701,15500,15574,1750,LOAN,,,88,833.33,0
0,6881,0,7,16,6,4,5293,5535,96,664,15700,15725,0,LOAN,,,100,4300,1
0,6882,5,19,45,8,2,570,1400,41,674,14995,9600,5495,LOAN,,,109,2083.33,1
0,6883,1,24,180,4,3,6203,12813,48,708,26808.74,27965,5000,LOAN,,,78,7200,0
0,6884,0,26,85,12,6,42676,55627,77,681,22995,23113,10000,LOAN,,,56,7666.67,1
0,6885,0,12,65,6,3,1476,2294,64,752,19238.45,18625,3739.45,LOAN,,,83,3583.34,0
0,6886,,,,,,,,0,,11000,11000,1000,LOAN,,,91,550,1
0,6889,2,14,133,,5,6955,16814,41,666,8200,7600,1000,LOAN,,,95,1833.33,1
0,6892,3,9,130,,,9998,9998,100,621,19113,16150,4000,LEASE,,,100,2628.33,1
0,6896,13,36,316,6,2,10157,26200,39,648,23654,23654,0,LEASE,,,100,5625.33,1
0,6900,1,7,62,5,3,1180,4331,27,690,26849.52,26900,684.36,LOAN,,,97,5000,1
0,6902,7,29,202,2,1,1047,32010,3,688,32500,24825,5200,LOAN,,,110,6000,1
0,6904,0,32,254,10,3,5224,10253,51,667,9302,8575,1000,LOAN,,,97,1850,1
0,6908,0,11,123,8,5,12224,9500,100,708,17787.25,16750,13250,LOAN,,,27,2100,0
0,6910,3,20,106,8,4,1291,7486,17,601,16546,13100,3546,LOAN,,,99,2916.67,1
0,6911,0,9,42,5,2,170,4500,4,712,7977,0,0,LOAN,,,,2400,0
0,6912,0,12,29,8,4,6466,13181,49,645,20940,20307,0,LOAN,,,97,3333.33,0
0,6914,0,24,140,3,2,12106,14792,82,697,18993,17100,0,LOAN,,,111,4166.67,1
1,6915,20,25,133,2,1,325,329,99,627,15695,14940,740,LOAN,,,100,2796.66,0
0,6916,0,19,66,9,8,16096,53335,30,633,25340,23932,0,LEASE,,,106,2916.67,0
0,6920,0,2,14,,,,,0,606,9708.9,9900,0,LOAN,,,98,3073.33,1
0,6922,12,34,127,5,2,605,1520,40,617,18495,14900,4495,LOAN,,,94,9583.34,0
0,6923,1,3,36,,,,,0,646,25400,25439,0,LEASE,,,100,5310,0
0,6925,,,,,,,,0,,17200,16600,5200,LOAN,,,72,5000,1
0,6928,0,8,162,1,0,0,5000,0,774,17551,22925,0,LOAN,,,77,2666.67,1
0,6930,1,21,176,6,3,10538,38974,27,675,22850,21725,0,LEASE,,,105,4000,0
0,6931,13,24,189,,,9998,0,0,603,9500,9025,1000,LOAN,,,94,2600,1
0,6932,0,24,177,13,7,49912,56890,88,668,30500,29558,1000,LEASE,,,100,3800,0
0,6934,0,8,49,5,2,4485,5244,86,617,14000,17000,0,LOAN,,,94,1800,1
0,6936,1,8,93,4,2,876,2400,37,674,21956,23690,500,LOAN,,,91,3500,0
0,6937,0,9,150,3,2,1595,12960,12,750,16500,0,1000,LOAN,,,,3000,0
0,6940,2,5,71,,2,2306,1800,100,652,10666,9375,1778,LOAN,,,95,1803,1
0,6941,3,22,190,4,2,1317,4200,31,695,8600,8500,0,LOAN,,,101,4166.67,1
0,6942,9,17,125,7,3,2966,4716,63,622,24757,24965,2357,LEASE,,,90,5000,0
0,6943,0,8,65,4,2,6092,8741,70,721,13500,13125,0,LEASE,,,103,2000,1
0,6950,2,21,150,5,2,1375,3900,35,629,13831,12500,558,LOAN,,,106,3166.67,1
0,6952,0,28,316,7,6,25951,50377,52,590,21600,23500,0,LOAN,,,92,6188,0
0,6954,0,3,39,2,0,0,50,0,734,17460,17070,1150,LOAN,,,96,1833.33,0
0,6959,0,28,148,5,4,954,65217,1,742,21300,20312,10000,LOAN,,,56,3468.33,1
0,6960,4,19,69,7,4,8185,8379,98,624,19257,19000,0,LEASE,,,101,4600,1
0,6963,1,10,64,5,1,422,800,53,634,29021.38,24675,4346.38,LEASE,,,100,2400,1
0,6964,0,38,182,8,4,12069,37416,32,697,21185,21935,0,LEASE,,,97,5178.34,0
1,6967,3,9,231,,8,12896,20244,64,647,25178,23241,0,LOAN,,,79,3551.92,0
0,6969,0,48,389,5,2,2595,45502,6,745,14995,14000,1000,LOAN,,,107,2916.67,1
0,6972,1,34,149,7,4,3517,11160,32,655,20405,15000,682,LOAN,,,131,4416.67,1
0,6973,1,42,249,12,7,24929,67455,37,689,25750,20500,3250,LOAN,,,110,8350,1
1,6974,4,28,158,8,4,9860,25930,38,632,17600,14500,3000,LOAN,,,103,8250,1
0,6976,13,43,148,11,1,550,517,100,669,13000,13000,0,LOAN,,,100,7000,1
0,6980,1,32,190,8,6,12670,38806,33,688,36850,41210,2000,LOAN,,,85,13000,0
0,6981,5,13,153,3,1,812,800,100,638,32963,31750,4388,LEASE,,,90,2500,0
0,6983,0,10,265,3,2,11499,23419,49,755,10683.31,9980,0,LOAN,,,107,2000,1
0,6986,1,17,70,6,1,978,9178,11,639,16859.88,17097,1500,LOAN,,,90,5833,0
1,6987,3,15,125,,2,1479,8721,17,683,19050,24725,0,LEASE,,,77,5500,0
0,6988,0,1,18,,,,,0,758,19178.5,18750,2000,LOAN,,,92,2608,0
0,6990,5,8,102,2,1,238,429,55,616,18950,16200,2800,LOAN,,,100,3500,1
0,6995,3,7,69,,3,10104,14816,68,611,5900,6500,1000,LOAN,,,75,3750,1
0,6997,4,14,125,3,2,2341,2400,98,642,23445,20000,3445,LEASE,,,100,22360,1
0,7000,1,11,48,,4,1035,7590,14,,20300,21000,0,LEASE,,,97,2400,1
0,7002,0,19,151,2,1,2407,23467,10,746,15000,13000,0,LOAN,,,115,6833.33,1
0,7004,8,24,193,8,4,5635,5292,100,631,25000,27800,2500,LEASE,,,90,6615,1
0,7005,0,10,123,3,0,0,5000,0,741,21542,17500,1800,LOAN,,,113,31000,1
0,7014,3,31,71,7,2,4375,5006,87,630,23406.04,22500,530.52,LEASE,,,102,3125,0
0,7015,2,9,133,,2,2362,14700,16,673,10650,11000,0,LOAN,,,97,5583.33,1
0,7019,0,1,5,,3,932,1400,67,,12917,12000,930,LOAN,,,100,833.33,1
0,7020,0,7,128,2,1,932,1076,87,667,16981,15000,1000,LOAN,,,107,1500,1
0,7023,9,20,164,8,3,7835,14913,53,612,21113.7,20200,1000,LOAN,,,100,9333.33,1
0,7024,0,11,121,7,1,140,112,100,749,22400,25815,0,LEASE,,,87,2883.33,0
0,7026,5,13,165,5,4,2778,7503,37,685,16725,15150,0,LOAN,,,110,1438,1
0,7029,0,15,91,2,1,345,30400,1,761,7376,6200,0,LOAN,,,119,2100,1
0,7031,2,15,345,4,3,3935,18096,22,732,15521.01,14220,0,LEASE,,,109,4183.33,0
0,7033,0,16,91,5,2,1291,3028,43,747,17500,16725,500,LOAN,,,102,4000,1
0,7035,0,24,102,9,4,4891,13500,36,704,22855.93,18720,1500,LOAN,,,114,3972.17,0
0,7036,0,10,43,3,2,1723,12700,14,753,48045,48619,9500,LEASE,,,79,2416.67,0
1,7037,7,23,58,9,6,5942,9965,60,690,24806,22559,832,LOAN,,,106,3861,0
0,7041,5,32,256,5,2,653,10800,6,647,21603.5,17000,4603.5,LOAN,,,100,2400,1
0,7042,0,7,33,2,1,113,1848,6,739,20298,19998,0,LOAN,,,102,1900,0
0,7044,0,35,132,8,6,32154,109600,29,,24078.75,22305,2601.21,LOAN,0,0,97,0,0
0,7047,4,11,53,4,3,2440,1970,100,669,40900,38487,2500,LEASE,,,100,4583.33,0
1,7049,5,13,296,7,2,373,4158,9,677,25528,25004,16378,LOAN,,,35,1916.67,0
0,7050,0,18,78,4,1,5442,42334,13,683,27746.53,21730,3846.53,LOAN,,,110,2200,0
0,7052,1,15,156,2,0,0,3000,0,769,19274.13,18590,3000,LOAN,,,81,1750,0
0,7053,4,25,294,10,5,22108,24017,92,643,24469,21000,1650,LOAN,,,109,8666.66,0
0,7057,0,21,195,3,1,1819,5156,35,746,5412.05,4500,0,LOAN,,,120,4500,1
0,7058,1,6,84,,2,510,1550,33,636,13276,17425,0,LEASE,,,76,3583.33,1
0,7059,2,19,64,7,1,1792,2519,71,658,19950,14000,5950,LOAN,,,100,3700,0
1,7060,25,33,140,4,3,6225,6189,100,602,13360,14000,1200,LOAN,,,87,2200,0
0,7062,6,35,316,7,5,8788,27937,31,679,39164.4,35604,0,LEASE,,,110,6500,0
0,7063,0,13,80,5,2,3589,7000,51,754,22350,22265,85,LEASE,,,100,4013,0
0,7067,0,41,142,16,10,34574,49623,70,690,28776,30743,2500,LEASE,,,85,6333.33,0
1,7069,7,21,133,10,6,6956,10057,69,603,7392,7999,2500,LOAN,0,0,61,4800,0
0,7072,0,20,468,6,5,8870,38260,23,740,47000,45299,24000,LOAN,,,51,3000,0
0,7074,3,8,76,,5,1039,1630,64,645,15973,14625,4300,LOAN,,,80,1900,1
0,7075,12,16,180,5,4,3632,4156,87,582,39600,33450,9000,LOAN,,,90,6066.67,0
0,7076,0,25,86,8,6,29269,37080,79,650,28000,30000,2000,LEASE,,,87,7083.33,0
0,7079,0,34,90,8,7,15413,55677,28,661,21600,21600,0,LEASE,,,100,3316.67,0
0,7083,0,13,79,4,3,904,15500,6,713,29533,32198,4300,LOAN,,,78,3500,0
0,7084,3,18,185,,4,6613,8500,78,661,15414.54,16400,3000,LOAN,,,76,2833.33,1
0,7085,5,32,182,6,3,4414,20000,22,627,17613,18575,0,LOAN,,,95,8666.67,1
0,7087,0,18,267,6,5,13211,31331,42,680,25054.93,23164,0,LEASE,,,108,1585,0
0,7090,2,31,118,29,8,16028,23647,68,649,24927.4,24750,0,LOAN,,,101,7500,0
0,7091,1,8,54,2,1,125,6800,2,742,19879,18000,0,LOAN,,,108,3769,1
0,7092,0,19,134,7,5,14022,20098,70,681,22615,22700,1500,LOAN,,,93,4333.33,0
0,7094,0,13,330,4,3,12528,24230,52,697,21435.3,22000,0,LOAN,,,97,1130,0
0,7096,0,14,116,6,0,0,400,0,778,25139.5,24357,1746,LOAN,,,96,1416.67,0
0,7099,0,27,125,15,11,21574,27376,79,677,19000,21000,1000,LOAN,,,86,4583.34,1
0,7103,0,35,367,11,7,30760,56080,55,714,23909,25744,0,LEASE,,,93,2666.67,0
0,7104,12,29,300,6,2,310,2048,15,638,14973,15225,0,LOAN,,,98,3693.83,1
0,7105,0,30,170,5,3,15165,105200,14,734,20993,21000,2000,LOAN,,,90,2916.67,1
0,7106,1,11,40,5,2,1278,8700,15,674,21500,21000,1500,LOAN,,,95,4075,1
0,7107,0,11,168,2,1,117,11000,1,799,18200,18045,7000,LOAN,,,62,9625,0
0,7109,,,,,,,,0,675,26040,28765,0,LEASE,,,91,0,0
0,7110,7,25,159,8,3,9516,16837,57,594,24853,22200,4853,LOAN,,,100,2833.33,1
0,7111,15,46,166,17,5,3695,15092,24,567,21023,21070,2060,LOAN,,,90,3358.33,1
0,7114,0,17,104,6,3,5834,20002,29,746,14300,12885,4100,LOAN,,,79,5833.33,0
0,7115,0,11,28,7,2,1005,3249,31,694,13725,12800,1000,LOAN,,,99,1220,1
0,7116,0,1,3,,0,0,500,0,,8700,8000,700,LOAN,,,100,1860,1
0,7118,3,17,50,9,8,5125,7714,66,646,11414,11414,1250,LOAN,,,100,2100,0
0,7122,3,6,296,3,2,783,300,100,647,24306,22097,2209,LEASE,,,100,2500,0
