bankruptcy,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind,bad,weight
0,6325,16,28,119,4,3,1553,1680,92,641,13789,17550,1500,LOAN,60,17202.45,98,2052.5,1,1,1
0,6329,6,16,59,6,4,2094,6468,32,549,20800,16500,3300,LOAN,66,18371.19,111,2000,0,0,4.75
1,6331,2,11,162,6,5,4615,2757,100,691,12110,13150,100,LOAN,66,12939.6,98,2166.67,1,0,4.75
0,6332,0,26,283,7,3,28839,8500,100,816,15905.52,17790,0,LEASE,60,16414.52,92,7916.67,0,0,4.75
0,6333,0,31,154,8,5,7886,14900,53,634,11700,15000,0,LOAN,60,13512.11,90,5560,1,0,4.75
0,6337,6,13,86,6,4,5921,8548,69,638,26738.44,24025,2738.44,LEASE,60,26470,110,5700,0,0,4.75
0,6339,0,23,243,7,5,411,48364,1,725,29618,26500,4000,LOAN,72,25703.37,97,4166,0,0,4.75
0,6340,5,9,76,2,1,158,653,24,618,18450,18450,0,LEASE,48,20415,111,2599.99,1,0,4.75
0,6342,0,26,192,11,8,25321,41059,62,708,17439,15800,737,LOAN,66,20081.95,127,2000,1,0,4.75
0,6343,0,22,340,6,5,13509,45848,29,744,8750,8500,0,LOAN,60,10754.25,127,3000,1,0,4.75
0,6344,0,1,25,1,0,0,200,0,737,10600,12969,0,LEASE,60,11145,86,4540,0,0,4.75
0,6346,1,19,159,6,4,11311,19935,57,672,13497,13275,390,LOAN,60,13240.56,100,7491.67,1,0,4.75
0,6347,0,14,356,4,3,1490,16500,9,793,19435.98,23100,3291.31,LEASE,24,16144.67,70,4166.67,0,0,4.75
0,6351,0,3,10,2,1,4384,8500,52,705,16900,17750,5200,LOAN,60,12556.06,71,3000,1,0,4.75
0,6355,0,12,330,,0,0,8089,0,779,13877.87,10825,1000,LOAN,60,13389.27,124,1500,1,0,4.75
0,6359,0,6,29,1,0,0,0,0,662,13653,13000,1000,LOAN,60,15486.48,119,1800,1,0,4.75
0,6360,1,10,219,,0,0,3500,0,789,17303,16180,4950,LOAN,66,13733.75,85,3600,0,0,4.75
0,6361,0,14,55,3,2,6246,47956,13,708,14500,12350,2500,LOAN,60,12726.23,103,9166.67,1,0,4.75
0,6363,8,26,108,6,1,488,480,100,677,25020,23525,1000,LOAN,72,26664.99,113,3591,1,1,1
1,6365,9,13,132,6,1,410,0,0,,15875,15025,2000,LOAN,54,16104.76,107,2559.33,1,0,4.75
0,6368,3,6,383,,0,0,1587,0,714,23500,22125,5000,LOAN,66,19635,89,2083.33,1,0,4.75
0,6369,5,15,71,4,3,3294,5602,59,595,32888.41,34985,0,LEASE,60,32022.83,94,3000,1,0,4.75
0,6371,1,29,144,14,2,860,50500,2,678,16876,20429,0,LEASE,24,17000.34,83,12083.33,1,0,4.75
0,6372,2,14,290,14,13,20661,29861,69,651,7388,7000,500,LOAN,36,7123.38,102,2333.33,1,1,1
0,6375,0,43,385,10,8,40180,48357,83,688,13400,13000,900,LOAN,54,13647,105,5791.67,1,0,4.75
0,6376,,,,,,,,0,746,28155,26760,227.07,LEASE,60,27927.93,104,3227,0,0,4.75
0,6377,0,31,164,5,3,6319,76036,8,764,11000,11000,1000,LOAN,60,10994.54,100,12916.67,0,0,4.75
0,6380,4,25,62,10,8,11709,14905,79,639,18100,19650,0,LOAN,60,16373.67,92,1650,1,0,4.75
0,6381,0,5,126,,0,0,1200,0,784,7978,8150,1000,LOAN,60,7130,87,1899,1,0,4.75
0,6383,8,11,115,,,,,0,539,9093,9000,1000,LOAN,48,8578.5,95,2890,1,1,1
0,6384,0,12,109,7,4,6248,4081,100,726,27177.35,20340,1581.66,LOAN,72,27075.64,133,2100,0,0,4.75
0,6385,1,12,109,3,0,0,8500,0,722,31640.49,24370,751.49,LEASE,60,31433.91,129,4017,0,0,4.75
0,6386,0,5,17,4,3,2226,10712,21,684,11750,11000,1000,LOAN,60,10754.7,98,4416.66,1,0,4.75
0,6387,1,2,49,,,,,0,,6476.34,5900,3000,LOAN,48,3628.34,61,1066.67,1,0,4.75
0,6388,13,19,136,,,9998,9998,100,601,15930,15900,950,LOAN,54,16893.71,106,3500,1,1,1
0,6391,0,1,10,,,,,0,632,11687,10200,1550,LOAN,48,11371.65,111,1900,1,1,1
0,6392,0,14,114,3,1,1296,3996,32,676,8858.5,8050,600,LOAN,60,8351,104,2095,1,0,4.75
0,6394,2,25,212,6,4,4905,9250,53,645,26800,27135,9000,LOAN,60,19186.27,71,5333.33,1,0,4.75
0,6395,0,19,159,1,0,0,11099,0,787,25013.27,22700,10000,LOAN,72,15532.87,68,2557,1,0,4.75
0,6396,0,5,23,3,2,865,4100,21,694,14100,14600,0,LOAN,60,14101.4,97,32000,1,0,4.75
0,6398,0,21,167,3,2,4799,12500,38,716,12690,12100,0,LOAN,60,15651.97,129,1378,1,1,1
0,6399,1,36,144,7,4,11343,14873,76,700,26072.61,26745,0,LOAN,72,27983.9,105,2833.33,0,1,1
0,6400,0,20,90,4,1,84,12500,1,787,13000,13249,1000,LOAN,66,11993.4,91,2083.33,0,0,4.75
0,6401,0,1,8,,1,246,400,62,,29070.97,21882,0,LEASE,60,29070.97,133,1166.67,0,1,1
0,6403,0,1,4,,1,309,300,100,,15800,14875,1200,LOAN,60,19128.71,129,2000,1,0,4.75
0,6408,4,12,46,4,1,292,300,97,621,18785.54,16857,1928.54,LEASE,60,18785.54,111,2048,0,1,1
0,6409,0,2,18,2,1,453,445,100,660,25000,22100,3000,LEASE,60,23900,108,1700,1,0,4.75
0,6412,0,7,377,,1,3111,15000,21,784,27600,30718,5900,LEASE,60,21614.62,71,3300,0,0,4.75
0,6415,5,15,83,4,1,112,4190,3,712,12600,11250,0,LOAN,60,13625.18,121,3000,1,1,1
0,6417,0,21,106,6,2,2345,5600,42,721,27538,20460,500,LEASE,60,27538,135,2572,0,1,1
0,6418,0,7,43,4,1,228,2061,11,746,14079,13525,1000,LOAN,48,14354.65,106,2500,1,0,4.75
0,6420,18,29,88,3,2,332,534,62,605,34400,36000,0,LEASE,60,34400,96,6000,1,0,4.75
0,6421,0,10,358,3,2,3759,35550,11,794,17900,17000,2000,LOAN,60,17527.63,103,3950,1,0,4.75
0,6422,0,1,22,2,1,985,1000,99,663,20625,20625,0,LEASE,48,23554.22,114,2166.67,1,1,1
1,6423,3,6,118,,3,14761,16400,90,685,36750,39680,3000,LEASE,60,36193,91,8233.32,1,0,4.75
0,6424,0,8,276,,1,682,10500,6,752,22000,21050,10000,LOAN,60,10347.25,57,5000,1,0,4.75
0,6425,0,37,147,12,5,29437,32304,91,674,21995,19300,0,LOAN,66,21120.23,114,4385,1,0,4.75
0,6426,1,7,66,4,2,1099,1100,100,658,14977,13254,1723,LEASE,60,15724,119,2666.67,0,1,1
1,6427,3,8,144,1,0,0,64,0,628,11731,8500,3500,LOAN,42,9957,117,2500,1,1,1
0,6428,0,3,67,3,1,101,101,100,634,8866.2,8775,0,LOAN,54,9011.2,103,1927,1,0,4.75
0,6433,0,22,67,7,5,18612,67884,27,645,13624,13352,2745,LEASE,60,13624,118,3583.33,1,0,4.75
0,6434,0,9,64,4,3,13348,15400,87,688,15403,16790,1674,LEASE,60,14582.99,87,4500,0,0,4.75
0,6436,0,22,265,3,1,4797,32650,15,785,19300,18000,2000,LOAN,60,13938.25,96,5583.33,1,0,4.75
0,6437,0,17,128,8,4,13223,21960,60,661,24379.56,22875,1500,LOAN,60,22611.69,100,3520,1,0,4.75
0,6442,0,19,165,2,1,580,38400,2,803,12497,12000,1500,LOAN,66,11557.26,96,2141.67,1,0,4.75
0,6443,0,29,312,7,5,16454,101173,16,768,0,18550,0,LEASE,36,16750,90,3000,1,0,4.75
0,6448,2,5,147,,1,306,306,100,630,21422,19475,2022,LEASE,60,24310.35,125,2250,0,1,1
0,6449,6,33,267,9,6,21413,23006,93,,0,25931,0,LEASE,63,27733.18,107,6162,0,1,1
0,6454,0,6,38,3,1,3575,5000,72,751,19870.63,19500,2375.26,LEASE,48,17495.37,90,0,1,0,4.75
0,6457,0,15,129,,1,3136,3600,87,751,20681,23291,2317.02,LEASE,48,18363.98,79,2200,0,0,4.75
1,6458,2,23,127,6,1,164,2942,6,720,43398,41839,0,LEASE,60,44617.57,107,5000,0,1,1
0,6460,0,31,209,8,5,1760,29442,6,732,28147,22275,11000,LOAN,72,18742,84,6266.67,1,0,4.75
0,6464,13,23,141,7,3,665,1812,37,554,18995,19200,1800,LOAN,60,18783.94,98,4566,1,1,1
0,6465,0,6,23,4,3,449,2000,22,702,7407.4,4000,3590,LOAN,48,4501.41,113,750,1,0,4.75
0,6466,3,13,177,,5,34125,35760,95,634,26800,31237,0,LEASE,60,27070,87,7000,0,0,4.75
0,6468,0,19,230,6,3,1592,22482,7,795,21300,21130,0,LEASE,48,22211,105,1800,1,0,4.75
1,6469,4,13,106,5,3,2048,3249,63,593,23000,25500,3300,LEASE,60,25395,100,4400,1,1,1
0,6471,0,22,196,4,3,6921,15900,44,696,31525.28,31500,2000,LEASE,48,29251.49,94,3000,1,1,1
0,6472,0,7,382,3,2,149,6172,2,808,23948,25986,9067,LOAN,60,14966.25,58,2916.67,0,0,4.75
0,6473,1,12,148,4,2,12071,20402,59,705,35602,30983,4619,LEASE,60,35602,115,4625,0,1,1
0,6474,0,30,248,7,4,1084,28741,4,799,41890,45070,0,LEASE,60,41890,93,4583.33,0,0,4.75
0,6475,0,37,188,8,5,30552,62200,49,702,21650,24477,2100,LEASE,48,19690,80,5000,1,1,1
0,6477,0,20,85,12,9,4409,14298,31,704,23073.81,23678,0,LEASE,60,23618.81,100,2500,0,0,4.75
0,6478,2,15,70,8,6,1711,6438,27,682,29229.14,32470,96.73,LEASE,60,29132.41,90,4000,0,1,1
0,6480,0,21,142,6,4,1560,19087,8,762,25919,28740,2500,LOAN,60,23419.07,81,7000,1,0,4.75
1,6481,2,15,126,6,3,2787,3058,91,679,29112,26520,312,LEASE,63,30917.32,117,5416.67,0,1,1
1,6482,14,22,129,,1,467,2000,23,657,21260,22000,10200,LOAN,60,10773.93,49,3075,0,0,4.75
0,6483,5,17,204,7,3,2798,2800,100,662,20867,21325,1475,LEASE,24,19392,91,0,0,0,4.75
0,6484,5,19,134,5,2,3901,4000,98,617,22450,19668,2500,LOAN,66,18963.41,96,2300,1,0,4.75
0,6485,0,14,138,3,2,2190,18500,12,766,16211,15344,4744,LOAN,60,12655,82,3000,0,0,4.75
1,6486,2,10,123,6,4,8879,7300,100,649,23562,27000,0,LEASE,60,26727.03,99,4900,1,1,1
0,6489,2,24,208,14,13,30557,39364,78,593,13451,11268,5150,LOAN,60,9327.47,83,2778,0,0,4.75
0,6490,4,24,114,6,2,1740,1739,100,666,0,29120,0,LEASE,48,29370,101,5737.5,0,0,4.75
0,6491,1,20,289,6,5,18493,19751,94,709,15717,15225,1000,LOAN,60,14852.84,98,2625,1,0,4.75
0,6492,0,14,356,11,8,16719,24421,68,651,20475,21275,0,LEASE,48,21094.83,99,2000,1,0,4.75
0,6494,0,7,90,6,1,2579,3092,83,676,24348,27121,10500,LOAN,66,15803.77,58,3750,0,0,4.75
0,6496,0,10,264,2,1,558,2820,20,775,21746,20000,5500,LOAN,66,16381,82,2500,1,0,4.75
0,6497,0,41,300,12,9,40324,100800,40,716,38290,29975,0,LEASE,60,38290,128,41666.67,1,1,1
0,6498,0,2,6,1,0,0,400,0,670,14990,13900,3290,LOAN,60,12394.8,89,1600,1,0,4.75
0,6499,0,16,124,8,6,4307,16173,27,739,23298.56,26053,0,LEASE,39,23298.56,89,6900,0,0,4.75
0,6500,0,35,153,11,7,41243,79879,52,678,32810.99,27850,3386.47,LEASE,60,29424.52,106,11250,0,0,4.75
0,6501,,,,,,,,0,701,23551,19625,1750,LOAN,72,21936.78,112,2200,0,0,4.75
0,6502,2,13,213,3,2,2602,5529,47,664,6700,6350,500,LOAN,42,8819.65,139,2416.67,1,1,1
0,6503,3,11,478,4,3,7748,15070,51,645,22207,21000,0,LEASE,60,22207,106,4166.67,0,0,4.75
0,6505,,,,,,,,0,,14280,15925,0,LOAN,60,14401.5,90,1750,1,0,4.75
0,6506,0,20,228,5,3,8165,28300,29,752,19650,19435,7650,LOAN,48,11634.76,62,4166.67,0,0,4.75
0,6507,0,13,338,,3,778,17611,4,796,26186,26000,10345,LOAN,36,15841.09,61,8333.33,0,0,4.75
0,6509,0,22,118,2,1,4265,31650,13,723,12263,13075,300,LOAN,60,13447.53,103,3700,1,0,4.75
0,6511,0,4,25,4,1,1446,3300,44,709,8000,6150,0,LOAN,48,10797.91,176,2500,1,1,1
0,6512,0,13,207,2,1,121,17900,1,821,21000,22000,1000,LEASE,39,17205.05,91,1700.4,1,0,4.75
0,6517,0,21,122,12,7,12348,17279,71,631,16047,17900,0,LEASE,60,16052.5,90,4316.67,1,0,4.75
0,6518,0,21,74,9,5,8339,18263,46,689,36504,33500,0,LEASE,48,36504.08,109,7895,0,0,4.75
1,6521,9,18,265,6,4,881,2481,36,641,9122.32,9375,0,LOAN,42,10231.32,109,1800,1,0,4.75
0,6522,2,7,37,3,2,290,1138,25,660,19950,15400,4550,LEASE,60,22196.53,144,3300,0,0,4.75
0,6523,0,1,6,,0,0,0,0,777,25124,22966,2000,LOAN,72,23990,104,8333.33,0,0,4.75
0,6524,0,11,41,5,1,1210,2226,54,723,14652.5,13000,0,LOAN,60,15118.54,116,1200,1,0,4.75
0,6528,0,5,28,4,1,429,699,61,713,18150,18575,0,LEASE,60,18545,100,1375,1,0,4.75
0,6529,0,8,54,5,1,1048,14039,7,762,21000,20775,0,LEASE,60,22256.24,107,2333.33,0,0,4.75
0,6530,1,2,26,,,,,0,650,11536.44,10000,1536.44,LOAN,54,10084.94,101,3200,1,0,4.75
1,6531,7,8,20,,1,369,469,79,683,17996,17250,3300,LOAN,60,14831.75,86,8833.34,1,1,1
0,6534,0,3,48,2,1,2510,4700,53,715,14778,13125,0,LOAN,60,14850.54,113,2500,1,0,4.75
0,6535,3,40,333,11,9,33273,63515,52,,19326,16500,0,LEASE,60,20026,121,8000,0,0,4.75
0,6537,,,,,,,,0,,6500,6000,0,LOAN,42,5016.05,92,505.89,1,0,4.75
0,6543,,,,,,,,0,,9500,8000,1500,LOAN,54,8575.9,107,1060,1,0,4.75
0,6544,6,16,55,2,1,0,159,0,654,24758,27525,0,LOAN,66,24758,90,4600,0,0,4.75
0,6546,0,21,128,4,1,2658,24994,11,714,17612.5,13350,0,LEASE,60,17612.5,132,1800,1,0,4.75
0,6547,0,9,133,2,1,277,349,79,709,20620.24,15995,0,LOAN,72,21851.24,137,2000,0,1,1
0,6548,,,,,,,,0,,12045,13254,0,LOAN,60,13301.17,100,3800,0,0,4.75
0,6549,,,,,,,,0,,12045,13254,0,LOAN,60,13301.17,100,3800,0,0,4.75
1,6550,8,11,278,2,0,0,1500,0,636,18762,17500,2000,LOAN,60,20440.6,117,3300,1,0,4.75
1,6551,8,12,82,,3,1156,1762,66,540,15315,14790,3315,LEASE,30,12825,87,4991.67,0,0,4.75
1,6555,4,13,170,,,9998,9998,100,,19500,0,1500,LOAN,60,14474.87,74,8150,0,1,1
0,6558,11,22,111,,,9998,9998,100,620,24750.85,14789,3500.85,LOAN,66,18216.78,123,5500,0,1,1
0,6559,0,9,103,,2,952,8350,11,681,14751,13234,750,LOAN,66,14561.88,110,2166.66,0,0,4.75
0,6561,,,,,,,,0,,14918.69,14945,1000,LOAN,66,15724.91,105,1447,0,1,1
0,6562,2,15,160,5,3,4815,45300,11,693,16710,20165,0,LEASE,60,17679.46,88,3000,0,0,4.75
0,6563,0,38,98,7,4,3475,62200,6,758,23654,23977,0,LEASE,48,23654,99,6250,0,0,4.75
0,6565,6,24,150,5,3,2308,22900,10,629,10539.25,9500,1225,LEASE,63,8825,98,4000,1,0,4.75
0,6566,4,18,134,11,7,2618,3187,82,674,34267.82,31422,0,LEASE,60,35207.82,112,10058.34,0,1,1
0,6568,,,,,,,,0,,18140,18738,3140,LOAN,36,15000,80,5833.33,0,0,4.75
0,6570,0,27,121,6,3,1054,11329,9,727,9341,8850,0,LOAN,54,10295.09,116,2795,1,0,4.75
0,6571,0,23,230,3,2,22823,28750,79,742,16220,17673,1884,LOAN,60,12972.19,81,4666.67,0,0,4.75
0,6574,3,11,60,,3,2603,2986,87,603,14600,13500,2600,LOAN,60,13098.8,97,3166.67,1,0,4.75
0,6575,1,13,118,,9,13929,20531,68,656,10600,11000,0,LOAN,60,13261.13,121,2166.67,1,1,1
1,6576,20,33,78,9,7,1824,2622,70,715,53337,50042,3000,LOAN,60,44330.48,89,9833.33,0,0,4.75
0,6580,0,10,55,4,3,1038,3503,30,751,16800.44,12000,1000,LOAN,60,16935.44,141,1200,1,0,4.75
0,6581,1,4,161,,,9998,9998,100,622,16500,14700,1900,LOAN,60,18613.03,127,1724.67,1,1,1
0,6583,9,17,106,,3,2290,4214,54,677,20045,20920,500,LEASE,48,21095,101,2500,0,1,1
0,6585,0,19,99,4,2,7468,11300,66,655,17016,18650,0,LOAN,60,17117.5,92,7041.67,1,0,4.75
0,6588,0,17,114,4,1,278,17200,2,792,13300,12575,300,LOAN,60,13050.17,104,4583.33,1,0,4.75
0,6589,0,6,24,5,4,6599,1481,100,628,16273,15000,2773,LOAN,66,19028.92,127,1583.33,1,1,1
0,6590,0,8,23,,4,1355,4557,30,654,9281,8500,1000,LOAN,60,8584.65,101,100,1,0,4.75
0,6591,0,14,289,8,6,9871,14379,69,728,3500,3500,0,LOAN,36,3921.88,112,3200,1,0,4.75
1,6594,7,10,51,8,5,5408,8117,67,511,26000,28500,3000,LEASE,60,27006,95,5800,1,0,4.75
0,6597,0,15,135,8,6,8730,42463,21,753,18345,16975,0,LEASE,60,18890,111,3083.33,1,0,4.75
0,6598,0,7,55,2,1,267,800,33,741,9599,8099,2000,LOAN,66,6999.94,94,4000,0,0,4.75
0,6599,0,4,17,4,2,402,648,62,696,10369.32,0,4000,LOAN,60,6392.82,62,1800,0,0,4.75
0,6600,0,8,183,1,0,0,5600,0,796,17005.5,13450,4750,LOAN,48,12478.49,93,3120,1,0,4.75
0,6601,1,22,131,9,7,28838,46560,62,681,34400,28553,5000,LEASE,36,29412.86,103,3250,0,0,4.75
0,6603,0,3,52,,1,72,10000,1,758,24000,23516,7000,LOAN,48,18743.46,80,3400,0,0,4.75
0,6604,0,5,19,,3,5543,25110,22,704,26000,26035,5000,LOAN,60,21000,81,6816.67,0,0,4.75
0,6606,5,19,148,6,2,2844,500,100,619,11486.94,11500,500,LOAN,48,10653.81,96,4400,1,1,1
0,6609,7,14,122,,2,1266,1341,94,619,9622,9775,1000,LOAN,54,10350.88,106,5300,1,1,1
0,6610,0,10,65,6,3,11389,25000,46,704,23800,23500,500,LOAN,60,16434.52,99,1700,0,0,4.75
0,6611,1,7,72,3,2,308,1872,16,690,16082.89,14975,0,LOAN,66,16217.89,108,3000,0,0,4.75
0,6614,4,22,303,5,4,7764,51457,15,715,24640,27590,0,LEASE,48,25473,92,4166.67,0,0,4.75
0,6615,1,22,145,7,3,7742,20920,37,,0,31343,0,LEASE,63,36924,118,6666.67,0,0,4.75
0,6617,0,51,191,7,4,445,84017,1,754,18550.37,19065,0,LEASE,60,19520.37,102,3800,0,0,4.75
0,6618,0,3,107,,0,0,6000,0,719,16639,13129,1000,LOAN,60,17110.07,130,1800,0,0,4.75
0,6619,1,6,105,5,2,103,1304,8,703,8546.68,8000,1000,LOAN,60,9695.56,121,5500,0,0,4.75
0,6620,3,27,97,6,3,3230,9167,35,682,47926.65,47000,867.86,LEASE,63,47103.87,100,7083.33,0,0,4.75
0,6624,,,,,,,,0,696,7831,7850,0,LOAN,48,7983.5,102,4295,1,1,1
0,6626,0,11,49,3,2,624,1625,38,691,14590,11000,2590,LOAN,66,12395.96,113,1650,1,0,4.75
1,6628,19,34,108,6,4,6234,1745,100,644,27851,27000,2726,LEASE,48,27820,103,4632.99,0,0,4.75
0,6631,0,14,123,6,3,3918,28400,14,761,18079.53,18100,2350,LOAN,66,15864.53,88,5551.66,1,0,4.75
0,6633,0,14,145,6,3,3605,27100,13,747,14888,15000,300,LOAN,60,15683.68,105,2916.67,1,0,4.75
0,6635,0,36,142,5,1,519,28203,2,767,7993,6500,1000,LOAN,60,8283.38,127,7292.33,0,0,4.75
0,6636,0,37,175,4,1,1032,38510,3,717,19950,16500,4500,LOAN,60,15587.55,94,2916.67,1,0,4.75
0,6637,9,12,125,2,1,186,8000,2,673,15000,13000,8000,LOAN,60,5181.02,54,1386.67,0,0,4.75
0,6638,3,14,150,5,4,3652,18000,20,728,14000,13875,1200,LOAN,66,12885.65,93,3498.67,1,0,4.75
0,6639,1,7,113,,4,2686,6100,44,715,21084,20389,0,LEASE,60,23554,116,3358.33,0,1,1
0,6640,9,22,112,7,3,2347,4300,55,623,8901.93,8300,800,LOAN,54,8846.36,107,3333.33,1,0,4.75
1,6641,8,24,320,5,2,3278,3483,94,720,19873,18000,8930,LOAN,60,11095,62,5114.25,0,0,4.75
0,6643,0,27,263,9,7,3661,42930,9,729,23390.22,28524,0,LEASE,36,24360.22,85,7500,0,0,4.75
0,6644,0,21,269,,6,26682,39068,68,720,51750,52980,0,LEASE,36,52962.5,100,34583.33,0,0,4.75
0,6645,0,46,176,14,10,25628,106132,24,707,21745,21687,305,LEASE,60,21440,99,6250,0,0,4.75
0,6649,2,32,314,10,4,3073,39100,8,700,16382,15750,0,LEASE,36,15873.8,104,4300,1,0,4.75
0,6651,0,3,50,,2,1444,2800,52,673,11800,9500,1000,LOAN,60,12904.92,136,1548,1,1,1
0,6654,4,18,127,8,2,499,2900,17,624,28388.19,28900,539.78,LEASE,60,27848.41,96,4541.67,1,0,4.75
0,6655,0,6,18,6,5,1719,3500,49,644,15340,14795,545,LEASE,60,15340,104,3820,0,1,1
0,6656,0,4,89,1,0,0,3700,0,759,5975,5399,0,LOAN,60,5864.81,111,2300,0,0,4.75
0,6659,0,1,16,,0,0,1200,0,708,5400,9300,400,LOAN,48,5135,55,1000,1,0,4.75
0,6660,1,27,304,8,6,10496,60030,17,717,21630.4,16850,4000,LOAN,60,19175.44,114,9900,1,0,4.75
0,6662,0,16,125,6,2,4948,28007,18,747,17725,13525,4800,LOAN,60,12947.57,96,2862.17,1,0,4.75
0,6663,0,1,40,2,0,0,0,0,632,6945,6300,1500,LOAN,48,6986.3,111,1300,1,0,4.75
0,6664,0,21,166,10,5,11740,43813,27,674,15075,13900,1500,LOAN,60,13693.36,99,7066.67,1,0,4.75
0,6666,1,4,8,,4,1467,3699,40,610,11330,11500,1000,LOAN,54,13192.59,115,1750,1,0,4.75
0,6667,2,32,185,8,4,13305,19572,68,705,33602,32400,0,LEASE,51,34147.83,105,5800,0,0,4.75
0,6672,4,33,278,7,4,28749,23106,100,656,13265,13225,0,LOAN,60,12872.34,100,5098.33,1,0,4.75
0,6673,1,18,153,7,4,4096,30000,14,701,32325,25875,20000,LOAN,60,12460.88,48,4167,1,0,4.75
0,6675,0,2,221,,1,552,6000,9,738,12300,14790,0,LEASE,60,13484,91,1400,0,0,4.75
0,6678,13,13,61,6,5,3195,2959,100,455,4224.35,5000,500,LOAN,36,5508.55,110,1500,1,0,4.75
0,6680,13,26,92,5,2,546,546,100,535,24569,24500,18000,LOAN,36,6704,27,5790,1,0,4.75
1,6681,6,13,132,4,3,786,724,100,666,25438,22630,0,LEASE,60,27923.08,123,1200,1,0,4.75
0,6682,0,28,84,7,4,16683,22084,76,678,12346,11000,2000,LOAN,60,10667.45,97,4333.33,1,1,1
0,6683,,,,,,,,0,,30238,30315,5000,LOAN,60,28721.76,95,3000,0,0,4.75
0,6684,0,2,26,3,2,304,1000,30,725,10100,9000,0,LOAN,60,10729.25,119,1650,1,0,4.75
0,6685,1,6,62,3,2,1674,3300,51,680,15500,15500,0,LOAN,66,15500,100,1440,0,0,4.75
0,6686,1,6,28,4,3,4598,5344,86,611,22000,20000,0,LOAN,60,23500,118,3258,1,0,4.75
0,6687,8,16,180,3,2,2816,1700,100,611,23745,27225,0,LEASE,48,23430,87,2313,1,1,1
0,6689,6,22,137,7,6,27452,50774,54,627,44500,45782,0,LEASE,60,43850,97,6250,0,0,4.75
0,6690,1,15,132,3,1,1716,29330,6,708,29850,28932,5500,LOAN,60,22784.38,84,3000,1,0,4.75
0,6694,0,13,236,1,0,0,17736,0,803,25471,18000,15971,LOAN,36,9635,54,3183.33,1,0,4.75
0,6698,0,10,148,,2,3666,52310,7,730,24975.23,26815,1940.14,LEASE,48,23035.09,86,2291,0,0,4.75
0,6700,4,8,103,3,1,657,818,80,633,14600,15161,0,LEASE,48,17086,113,150,0,1,1
0,6702,2,12,147,5,3,3914,4900,80,671,7695,6899,0,LOAN,66,10252.47,149,2800,0,1,1
0,6705,0,18,221,6,5,23027,57556,40,742,21857.58,20950,0,LOAN,66,23627.94,113,3200,0,0,4.75
1,6706,1,31,310,7,5,6765,20200,33,703,14424.5,14500,0,LOAN,60,14509.5,100,2333.33,1,0,4.75
0,6707,0,8,54,5,0,0,250,0,657,20051,17525,1551,LOAN,60,20227,115,1600,1,1,1
0,6708,0,2,20,2,1,66,66,100,659,12450,13675,500,LOAN,66,13288.78,97,2750,1,0,4.75
0,6709,1,10,245,2,1,5290,21040,25,696,15085,11500,3200,LOAN,66,12069.33,105,3800,1,0,4.75
0,6711,1,11,94,8,6,25482,24138,100,633,33000,37300,0,LEASE,48,33000,88,5416.67,1,0,4.75
0,6714,2,20,125,,8,9277,20514,45,641,24499,22100,2500,LOAN,72,22207.22,100,4500,1,0,4.75
0,6715,1,38,153,7,4,21746,34900,62,676,15413,21277,0,LEASE,60,14796.78,72,4500,0,0,4.75
0,6717,0,8,132,,2,736,868,85,573,27200,24965,3500,LOAN,66,25448.11,102,1900,0,0,4.75
0,6718,0,24,122,2,0,0,22500,0,762,5854.58,6399,1300,LOAN,60,5037.64,79,3600,0,0,4.75
0,6719,0,23,65,10,2,6348,20686,31,677,0,26800,0,LEASE,60,28774,107,2500,1,0,4.75
0,6720,0,29,285,9,5,935,40130,2,720,27724,28225,3750,LEASE,60,25808,91,875,0,0,4.75
0,6722,1,8,101,3,2,661,1679,39,705,25324.99,24026,0,LEASE,60,28637.3,119,1000,0,1,1
0,6723,0,1,12,,2,1114,2395,47,643,20518,22740,4826,LOAN,66,17372.61,76,2200,0,0,4.75
0,6726,0,2,29,2,1,609,1620,38,667,23400,23985,3600,LOAN,72,19503.1,83,2500,0,1,1
0,6729,0,9,63,4,3,9093,23500,39,687,5422.65,4800,0,LOAN,54,7634.3,159,2316.67,1,0,4.75
0,6731,0,25,118,,2,220,18965,1,742,19700,19900,8000,LOAN,66,12761.58,64,2500,1,0,4.75
0,6734,4,14,73,6,3,6088,7859,77,679,33505,30470,0,LEASE,60,33505,110,5220,0,0,4.75
0,6735,0,23,376,8,3,2726,19400,14,775,9868.2,8750,0,LOAN,60,10930.2,125,5350,1,0,4.75
0,6737,2,10,40,,,,,0,617,8368.98,10900,0,LOAN,54,10409.42,95,1274,1,1,1
0,6738,0,19,133,8,3,11397,15480,74,777,22364,20219,0,LEASE,60,23334.1,115,3833.33,0,0,4.75
0,6739,0,23,209,2,1,5412,29120,19,734,13642.84,14825,2500,LOAN,60,11237.84,76,3066.67,1,0,4.75
1,6741,1,11,101,8,5,5303,6939,76,684,29870,26336,0,LEASE,60,29870,113,2357.67,0,1,1
0,6743,1,7,112,2,1,1048,2736,38,685,20585,19200,2679,LOAN,66,19456.53,101,2250,1,0,4.75
0,6744,1,20,184,6,3,1572,10910,14,722,26027,28993,2037,LEASE,60,23989.05,83,5808,1,0,4.75
